stream_id,timestamp,author_channel_id,display_name,message_text,message_sentiment,message_summary,message_type,super_chat_amount,video_offset_sec,duration_sec,relative_time,rel_time_pct,rel_bin_20,rel_bin_label
oxUSw1N9i3k,2026-05-04T13:49:44.904Z,UCGYVfGuOHpzXINv91N-gSDg,@Sha0wMan1,whats up guys ,neutral,whats up guys,textMessageEvent,,237.712,24477.876,0.009711300114438033,0.9711300114438033,0,0-5%
oxUSw1N9i3k,2026-05-04T13:50:46.161Z,UCeIsH7hUKF3C8oCdO1_Uo1A,@rafaelworndl8391,FNC need one more win or? for top6? i dont know,questioning,question,textMessageEvent,,298.987,24477.876,0.012214581036361163,1.2214581036361163,0,0-5%
oxUSw1N9i3k,2026-05-04T13:50:47.183Z,UCJV4Yd1sR5midaNXcKvBYEg,@V1C0vv,Hello chat <3,neutral,hello chat 3,textMessageEvent,,300.009,24477.876,0.012256333024973245,1.2256333024973245,0,0-5%
oxUSw1N9i3k,2026-05-04T13:53:09.677Z,UCTxRwmJAOqI0EcYfb8kuzQw,@dasebrijn,fnatic is 3w 5l,neutral,fnatic is 3w,textMessageEvent,,442.371,24477.876,0.01807227882027019,1.807227882027019,0,0-5%
oxUSw1N9i3k,2026-05-04T13:53:27.810Z,UCTxRwmJAOqI0EcYfb8kuzQw,@dasebrijn,and they're 7th place now,neutral,and they're 7th,textMessageEvent,,460.641,24477.876,0.018818667109842376,1.8818667109842375,0,0-5%
oxUSw1N9i3k,2026-05-04T13:54:47.906Z,UCeIsH7hUKF3C8oCdO1_Uo1A,@rafaelworndl8391,"yeah, so one more win for play Off?",questioning,question,textMessageEvent,,540.562,24477.876,0.02208369713123802,2.208369713123802,0,0-5%
oxUSw1N9i3k,2026-05-04T13:55:25.400Z,UC1_JYeT0ZuHOrg2jaIuQU6g,@nathanhawkins6661,@V1C0vv Whoa re ya rooting for today?,questioning,question,textMessageEvent,,578.055,24477.876,0.023615406826964887,2.361540682696489,0,0-5%
oxUSw1N9i3k,2026-05-04T13:55:42.928Z,UC1_JYeT0ZuHOrg2jaIuQU6g,@nathanhawkins6661,@V1C0vv Im Looking at FNC and MKOI,neutral,v1c0vv im looking,textMessageEvent,,595.739,24477.876,0.024337855130894526,2.4337855130894526,0,0-5%
oxUSw1N9i3k,2026-05-04T13:56:05.723Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"Racism, sexism, or discrimination of any kind will result in receiving a penalty. No political or religious topics. No advertisement, gambling or promotion of illegal acts. Please be kind to everyone.",neutral,racism sexism or,textMessageEvent,,618.417,24477.876,0.02526432440461746,2.526432440461746,0,0-5%
oxUSw1N9i3k,2026-05-04T13:57:33.058Z,UCJV4Yd1sR5midaNXcKvBYEg,@V1C0vv,@nathanhawkins6661 kinda for FNC so they can have the chance for playoffs,neutral,nathanhawkins6661 kinda for,textMessageEvent,,705.806,24477.876,0.028834446256693187,2.883444625669319,0,0-5%
oxUSw1N9i3k,2026-05-04T13:59:43.062Z,UCZqZwapDwFOSTX8uW8FPA_A,@franckielouann4651,Good luck! ,neutral,good luck,textMessageEvent,,835.784,24477.876,0.03414446580250672,3.414446580250672,0,0-5%
oxUSw1N9i3k,2026-05-04T13:59:46.586Z,UCBDghRlQ0rEnwS3ytiX4bcQ,@Savathor,FNC probably won't make playoffs even with a win today,neutral,fnc probably won't,textMessageEvent,,839.276,24477.876,0.03428712523913431,3.4287125239134313,0,0-5%
oxUSw1N9i3k,2026-05-04T13:59:50.159Z,UCD4eRhZKkramvE1x7FAdqkA,@thaisonang1968,If FNC win today how much of a chance they get,neutral,if fnc win,textMessageEvent,,842.992,24477.876,0.03443893579655359,3.443893579655359,0,0-5%
oxUSw1N9i3k,2026-05-04T14:00:16.861Z,UCBDghRlQ0rEnwS3ytiX4bcQ,@Savathor,They need Mkoi or G2 to lose all their remaining games,neutral,they need mkoi,textMessageEvent,,869.628,24477.876,0.035527102106408255,3.5527102106408255,0,0-5%
oxUSw1N9i3k,2026-05-04T14:00:22.285Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,Check out the LEC merch collection here: https://eu.nationsgamingclub.com/,neutral,check out the,textMessageEvent,,875.024,24477.876,0.035747546069765206,3.5747546069765206,0,0-5%
oxUSw1N9i3k,2026-05-04T14:00:34.571Z,UCeIsH7hUKF3C8oCdO1_Uo1A,@rafaelworndl8391,If they lose today they are Out ?,questioning,question,textMessageEvent,,887.271,24477.876,0.03624787542840727,3.6247875428407266,0,0-5%
oxUSw1N9i3k,2026-05-04T14:00:44.791Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,Follow LEC on TikTok: https://www.tiktok.com/@lec,neutral,follow lec on,textMessageEvent,,897.537,24477.876,0.03666727456254783,3.6667274562547827,0,0-5%
oxUSw1N9i3k,2026-05-04T14:01:05.848Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,Remember to Follow LEC on X: https://x.com/LEC,neutral,remember to follow,textMessageEvent,,918.678,24477.876,0.03753095244048135,3.753095244048135,0,0-5%
oxUSw1N9i3k,2026-05-04T14:01:06.828Z,UCBDghRlQ0rEnwS3ytiX4bcQ,@Savathor,Yes,neutral,yes,textMessageEvent,,919.62,24477.876,0.03756943617166784,3.7569436171667836,0,0-5%
oxUSw1N9i3k,2026-05-04T14:01:13.527Z,UCBPDGZ-iv0rr1e0um33XpGg,@netrixdd,"fnatic are out, they are not beating vitality lol",positive/humor,laughing reaction,textMessageEvent,,926.182,24477.876,0.037837514987002954,3.7837514987002954,0,0-5%
oxUSw1N9i3k,2026-05-04T14:01:20.947Z,UCBPDGZ-iv0rr1e0um33XpGg,@netrixdd,idk why are u coping they have chance,neutral,idk why are,textMessageEvent,,933.634,24477.876,0.038141953166197916,3.8141953166197915,0,0-5%
oxUSw1N9i3k,2026-05-04T14:01:27.325Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"Racism, sexism, or discrimination of any kind will result in receiving a penalty. No political or religious topics. No advertisement, gambling or promotion of illegal acts. Please be kind to everyone.",neutral,racism sexism or,textMessageEvent,,940.081,24477.876,0.03840533386148373,3.840533386148373,0,0-5%
oxUSw1N9i3k,2026-05-04T14:01:46.001Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"We understand you want to cheer in your native language, however to make chat understandable for everyone, please, keep it in English. All non-English messages will be deleted. Thank you!",neutral,we understand you,textMessageEvent,,958.923,24477.876,0.039175090191648984,3.9175090191648985,0,0-5%
oxUSw1N9i3k,2026-05-04T14:02:05.673Z,UCeIsH7hUKF3C8oCdO1_Uo1A,@rafaelworndl8391,they need 2 mirical Games or they can say good by,neutral,they need 2,textMessageEvent,,978.39,24477.876,0.03997037978295175,3.9970379782951753,0,0-5%
oxUSw1N9i3k,2026-05-04T14:02:35.832Z,UCD4eRhZKkramvE1x7FAdqkA,@thaisonang1968,MKOI and G2 losing all remaining games sound impossible ,neutral,mkoi and g2,textMessageEvent,,1008.575,24477.876,0.041203534162849755,4.120353416284975,0,0-5%
